Stock,กองทุนทดแทนความเสียหายในระบบการชำระราคาและส่งมอบหลักทรัพย์,กิจการที่เกี่ยวข้องกัน,ค่าความนิยม,ค่าความนิยม - สุทธิ,ค่าลิขสิทธิ์ซอฟแวร์,ค่าใช้จ่ายจ่ายล่วงหน้า,ค่าใช้จ่ายรอตัดบัญชี,งานระหว่างทำ,จากการให้เช่าและบริการ,จากเงินปันผลและดอกเบี้ย,ดอกเบี้ยค้างรับ,ตราสารหนี้ที่จะถือจนครบกำหนด,ต่างประเทศ - มีดอกเบี้ย,ต่างประเทศ - ไม่มีดอกเบี้ย,ต้นทุนโครงการพัฒนาอสังหาริมทรัพย์,ทรัพย์สินรอการขาย - สุทธิ,ที่ดิน อาคาร และอุปกรณ์,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,ที่ดิน อาคาร และอุปกรณ์ตามสัญญาเช่าการเงิน,บริษัทย่อย,บริษัทร่วม กิจการร่วมค้า และ/หรือ กิจการที่ควบคุมร่วมกัน,บุคคลหรือกิจการที่เกี่ยวข้องกัน,บุคคลหรือกิจการอื่น,ภาระของลูกค้าจากการรับรอง,ภาษีซื้อที่ยังไม่ถึงกำหนด,ภาษีมูลค่าเพิ่มค้างรับ,ภาษีมูลค่าเพิ่มรอเรียกคืน,ภาษีเงินได้ระหว่างการขอคืน,ภาษีเงินได้หัก ณ ที่จ่าย,มูลค่างานที่เสร็จยังไม่ได้เรียกเก็บ,รวมสินทรัพย์,รวมสินทรัพย์หมุนเวียน,รวมสินทรัพย์ไม่หมุนเวียน,รายการระหว่างธนาคารและตลาดเงิน,รายได้ค้างรับ,รายได้จากการลงทุนค้างรับ,ลูกหนี้,ลูกหนี้การค้าและลูกหนี้อื่น,ลูกหนี้จากการขายเงินลงทุน,ลูกหนี้จากผลตอบแทนในสิทธิการเช่าอสังหาริมทรัพย์,ลูกหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,ลูกหนี้ระยะยาวอื่น - สุทธิจากส่วนที่ถึงกำหนดภายในหนึ่งปี,ลูกหนี้ระยะยาวอื่นที่ถึงกำหนดภายในหนึ่งปี,ลูกหนี้ระยะสั้นอื่น - สุทธิ,ลูกหนี้สำนักหักบัญชี,ลูกหนี้อื่น - สุทธิ,วัตถุดิบ อะไหล่และวัสดุสิ้นเปลือง,สิทธิการเช่า - สุทธิ,สิทธิในการเรียกคืนหลักทรัพย์ / ภาระของลูกค้าจากการประกอบธุรกิจอื่น,สิทธิในสัมปทาน,สินค้าคงเหลือ,สินค้าระหว่างทาง,สินค้าสำเร็จรูป,สินทรัพย์,สินทรัพย์จากการประกันภัยต่อสุทธิ,สินทรัพย์ชีวภาพ,สินทรัพย์ชีวภาพ - สุทธิ,สินทรัพย์ตราสารอนุพันธ์,สินทรัพย์ตราสารอนุพันธ์หมุนเวียน,สินทรัพย์ตราสารอนุพันธ์ไม่หมุนเวียน,สินทรัพย์ทางการเงิน,สินทรัพย์ทางการเงินหมุนเวียนอื่น,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,สินทรัพย์ภายใต้สัญญาสัมปทาน,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,สินทรัพย์ลงทุน,สินทรัพย์หมุนเวียนอื่น,สินทรัพย์หมุนเวียนอื่น - อื่น ๆ,สินทรัพย์อื่น - สุทธิ,สินทรัพย์อื่น - อื่น ๆ,สินทรัพย์ไม่มีตัวตน - สุทธิ,สินทรัพย์ไม่มีตัวตนอื่น,สินทรัพย์ไม่หมุนเวียน - อื่น ๆ,สินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,สินทรัพย์ไม่หมุนเวียนอื่น,ส่วนที่เพิ่มขึ้นจากการตีราคาที่ดิน อาคาร และอุปกรณ์,ส่วนที่เพิ่มขึ้นจากการตีสินทรัพย์ไม่มีตัวตน,ส่วนปรับปรุงที่ดิน อาคาร และอุปกรณ์,หลักทรัพย์ซื้อโดยมีสัญญาขายคืน,หัก ค่าตัดจำหน่ายสะสมสินทรัพย์ไม่มีตัวตน,หัก ค่าเผื่อการด้อยค่าของเงินลงทุน,หัก ค่าเผื่อการด้อยค่าค่าความนิยม,หัก ค่าเผื่อการด้อยค่าที่ดิน อาคาร และอุปกรณ์,หัก ค่าเผื่อการด้อยค่าสินทรัพย์ไม่มีตัวตน,หัก ค่าเผื่อการด้อยค่าอสังหาริมทรัพย์เพื่อการลงทุน,หัก ค่าเผื่อการปรับมูลค่าจากการปรับโครงสร้างหนี้,หัก ค่าเผื่อการลดมูลค่าของสินค้าคงเหลือ,หัก ค่าเผื่อหนี้สงสัยจะสูญ,หัก ค่าเสื่อมราคาสะสมที่ดิน อาคาร และอุปกรณ์,หัก ค่าเสื่อมราคาสะสมอสังหาริทรัพย์เพื่อการลงทุน,หัก รายได้รอตัดบัญชี,อสังหาริมทรัพย์รอการขาย,อสังหาริมทรัพย์เพื่อการลงทุน,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,อื่น ๆ,เครื่องหมายการค้า,เงินค้างรับเกี่ยวกับการประกันภัยต่อ,เงินจ่ายล่วงหน้า,เงินทดรองจ่ายและเงินให้กู้ยืมระยะสั้น,เงินประกันผลงาน,เงินปันผลค้างรับ,เงินฝากระยะยาวในสถาบันการเงิน,เงินฝากสถาบันการเงินที่มีข้อจำกัดในการใช้,เงินมัดจำ,เงินลงทุน - สุทธิ,เงินลงทุน - อื่น ๆ,เงินลงทุนซึ่งบันทึกโดยวิธีราคาทุน,เงินลงทุนที่จะถือจนครบกำหนด,เงินลงทุนระยะยาว,เงินลงทุนระยะสั้น,เงินลงทุนระยะสั้นที่มีภาระผูกพัน,เงินลงทุนอื่น,เงินลงทุนเผื่อขาย,เงินลงทุนเพื่อค้า,เงินลงทุนแสดงตามมูลค่ายุติธรรม,เงินลงทุนในบริษัทร่วม กิจการร่วมค้า และ/หรือ กิจการที่ควบคุมร่วมกันซึ่งบันทึกโดยวิธีส่วนได้เสีย,เงินลงทุนในหลักทรัพย์,เงินลงทุนในอสังหาริมทรัพย์,เงินวางไว้จากการประกันภัยต่อ,เงินสดและรายการเทียบเท่าเงินสด,เงินให้กู้ยืมระยะยาว - สุทธิจากส่วนที่ถึงกำหนดภายในหนึ่งปี,เงินให้กู้ยืมระยะยาวที่ถึงกำหนดภายในหนึ่งปี,เงินให้กู้ยืมแก่พนักงาน,เงินให้กู้ยืมและลูกหนี้,เงินให้สินเชื่อ ลูกหนี้ และดอกเบี้ยค้างรับ - สุทธิ,เงินให้สินเชื่อแก่สถาบันการเงิน,เบี้ยประกันภัยค้างรับสุทธิ,โดยมีกรมธรรม์ประกันภัยเป็นประกัน,โดยมีทรัพย์สินจำนองเป็นประกัน,ในประเทศ - มีดอกเบี้ย,ในประเทศ - ไม่มีดอกเบี้ย
SVH,,,,,48.27,,,,,,,,,,,,"7,124.18","7,124.18",,,155.49,927.94,,,,,,,,,"11,105.12","3,733.49","7,371.64",,,,,"1,109.87",,,,,,,,,,25.63,,,134.09,,134.09,(หน่วย: ล้านบาท),,,,,,,,,,,,,0.04,0.04,,,48.27,,17.77,,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.78,,0.29,547.43,,,,,,,,,,"1,014.14",,927.94,,,,,,,,,
THG,,,,,,,,,,,,,,,,,,"4,832.79",,,,,,,,0.68,,,,,"14,009.71","2,614.92","11,394.80",,,,,718.22,,,,,,,,,,"2,372.99",,,"1,166.71",,,(หน่วย: ล้านบาท),,,,,,,,,,,64.45,,5.16,4.48,,,82.03,,25.76,,57.67,,,,,,,,,,,,,,,,,,,"1,813.76",,,,31.91,,,,,9.93,,,,966.08,,966.08,142.96,,,,,,"1,195.10",,,,581.87,,,,,,,,,,,
VIBHA,,,723.22,723.22,,,,,,,,,,,,,"6,042.59","6,042.59",,,,29.62,,,,,,,,,"15,446.30","1,433.40","14,012.90",,,,,519.68,,,,,,,,,,,,,154.60,,,(หน่วย: ล้านบาท),,,,,,,,,,,22.57,,31.77,31.77,,,10.34,,5.94,,16.12,,,,,,,,,,,,,,,,,,233.25,233.25,,,,10.18,294.00,,,,43.44,,,,"4,534.14",,955.36,0.76,,,"3,578.79",,,"2,357.60",,,,432.59,29.62,,,,,,,,,,
VIH,,,,64.86,,,,,,,,,,,,,,"1,112.43",,,,,,,,,,,,,"1,814.94",398.64,"1,416.30",,,,,254.51,,,,,,,,,,145.50,,,49.95,,,(หน่วย: ล้านบาท),,,,,,,,,,,10.10,,10.53,,,,,,,,39.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,,,,40.50,,40.50,,,,,,,,,,,83.66,,,,,,,,,,,
WPH,,,,,,,,,,,,,,,,,573.87,573.87,,,,,,,,,,,,,926.07,328.71,597.35,,,,,35.86,,,,,,,,,,,,,15.49,,,(หน่วย: ล้านบาท),,,,,,,,,,,13.28,,13.10,,,,2.86,,,,7.10,,,,,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,236.96,,,,,,,,,,25.75,0.25,,,,,,,,,,
AMARIN,,5.40,,,,,,,,,,,,,,,863.49,863.49,,,,,42.73,,,,,,,,"5,579.14","2,106.01","3,473.12",,,,,491.97,,,,,,42.73,,,,,,"2,334.14",236.68,,,(หน่วย: ล้านบาท),,,,,,,,,,,52.60,,6.94,,,,"2,434.45",100.30,,,14.48,,,,,,,,,,,,,,,,,,77.41,77.41,,,,,,,,,,,,,15.44,,10.04,,,,,,,15.26,,,,"1,327.69",,,,,,,,,,,
AQUA,,,385.92,385.92,,,,,,,,,,,,,,"1,070.90",,,,,,,,,,,,,"6,685.70",554.51,"6,131.19",,,,,275.98,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,11.77,,,,,,,,33.32,,,,,,,,,,,,,,,,,,"3,840.93","3,840.93",,,,,,,,,13.83,,,,29.90,,29.90,0.20,,,,,,756.38,,,,266.55,,,,,,,,,,,
AS,,,,,,6.96,0.39,,,,,,,,,,610.58,25.66,,,9.92,53.86,60.90,,,,,,,,409.09,279.64,129.45,,,,,88.28,,,,,,,,,0.04,,,,0.04,,0.17,(หน่วย: ล้านบาท),,,,,,,,,,,,,56.16,49.20,,,59.94,845.01,5.62,,8.44,,,,,570.35,,,,214.73,,,0.18,26.48,584.92,,,,,,,,,2.43,,,,,25.50,,,,9.92,,,,,,,,,,,,,135.15,,,,,,,,,,,
BEC,,,,,,772.19,"3,148.64",,,,,,,,,,663.72,663.72,,,,25.95,53.63,,,,,,,,"14,330.91","3,234.51","11,096.40",,,,,"1,148.64",,,,,53.63,,,,,383.95,,,5.13,,,(หน่วย: ล้านบาท),,,,,,,,,,,617.34,,799.75,,,,"4,504.44",,457.24,,"4,489.89",,,,,,,,,,,,,,,,,,5.85,5.85,,,,,25.95,,,,92.09,111.82,,,188.24,,3.00,8.03,,,185.24,,,150.89,,,,"1,193.39",,,,,,,,,,,
EPCO,,,,,,,,,,,,,,,,,,"3,282.61",,,,75.78,1.92,,,,,,,,"8,478.60",966.03,"7,512.57",,,,,476.58,,,,,,,,,,,,,190.27,,,(หน่วย: ล้านบาท),,,,,,,,,,,6.20,,35.16,,,,614.54,,,,121.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.68,,,,0.42,,0.42,27.01,,,,,,"3,356.84",,,,159.06,1.92,77.96,,,,,,,,,
FE,,,,,0.03,2.90,,,,,0.07,11.24,,,,,385.44,194.57,,,,267.72,6.26,,,1.42,,7.22,,6.26,"1,680.36",766.70,913.67,,,,,333.84,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,8.69,3.50,,,0.02,,,,7.76,,,,,0.01,24.28,,,,,,,9.81,190.87,,,,,,,,,0.81,,,,,8.00,0.54,,,558.45,,60.77,125.58,,,510.72,,,144.88,,,,292.33,,,,,,,,,,,
GPI,,,,,,,,,,,,,,,,,130.13,130.13,,,,0.36,,,,,,,,,"1,084.90",906.68,178.22,,,,,156.62,,,,,,,,,,,,,5.91,,,(หน่วย: ล้านบาท),,,,,,,,,,,4.05,,,,,,3.60,,,,2.42,,,,,,,,,,,,,,,,,,32.24,32.24,,,,,,,,,5.42,,,,,,,330.16,,,,,,,,,,413.99,0.36,,,,,,,,,,
GRAMMY,,,,,,28.56,,,,,,,,,,,,287.15,,,,,24.92,,,,,,,,"3,766.10","1,942.80","1,823.30",,,,,763.21,,,,,,,,,,,,,146.37,,,(หน่วย: ล้านบาท),,,,,,,,,,,215.24,,102.86,74.29,,,296.96,296.96,,,241.50,,,287.15,,,,,,,,,,,,,,,,,,,,,24.92,,,,,,,,1.63,,1.63,161.39,,,,,,780.82,,,,744.05,,,,,,,,,,,
MACO,,,,384.38,,73.09,,,,,,,,,,,506.38,506.38,,,,7.49,345.22,,,,,,,,"2,010.73",667.39,"1,343.34",,,,,345.22,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,4.62,,107.77,34.68,,,325.58,,72.42,,72.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,7.65,,,,,,42.27,,,,195.47,7.49,11.28,,,,,,,,,
MAJOR,,,205.38,205.38,"1,577.14",127.12,,,,,,,,,,,"15,367.91","7,186.43",605.59,,,1.83,159.62,,,66.08,,,32.31,,"13,807.71","2,262.81","11,544.90",,,,,909.06,,,,,,190.82,,,,630.63,,,140.87,,140.87,(หน่วย: ล้านบาท),,,,,,,,,11.26,,49.91,,444.03,217.64,,,100.40,179.74,11.18,,285.10,,,,,"1,627.34",,,91.46,29.14,,,,6.73,"8,695.62",,,,,,,,,,5.00,,,,,273.92,,,67.10,,,,,,67.10,,,"3,006.86",,,,573.03,1.83,,,,,,,,,,
MATCH,,,,,,,,,,,,,,,,,,"1,589.56",,,,,,,,,22.22,,22.62,,"1,809.81",195.89,"1,613.91",,,,,116.63,,,,,,,,,,,,,10.83,,,(หน่วย: ล้านบาท),,,,,,,,,,,3.53,,45.64,0.79,,,4.00,,1.70,,1.70,,,,,,,,,,,,,,,,,,10.25,10.25,,,,,,,,,,,,,,,,0.05,,,,,,4.87,,,,22.75,,,,,,,,,,,
MATI,,,,,,,,,,,,,,,,,612.27,612.27,,,,,,,,,,,,,"1,784.97","1,078.00",706.97,,,,,179.52,,,,,,,,,,,,,50.60,,,(หน่วย: ล้านบาท),,,,,,,,,,,57.99,,35.09,,,,,,13.81,,13.81,,,,,,,,,,,,,,,,,,22.90,22.90,,,,,,,,,,,,,,,,718.99,,,,,,,,,,93.80,,,,,,,,,,,
MCOT,,,,,,30.94,,6.34,,,,,,,,,"10,291.30","1,921.93",124.83,,,,808.43,,,,,,,,"6,958.53","1,363.56","5,594.97",,56.85,,,495.11,,,,,,,,,,,,,6.34,,,(หน่วย: ล้านบาท),,,,,,,,,,,591.46,,229.56,141.77,,,"1,349.49","1,349.49",18.29,,18.29,,,,,,,,574.78,,,,,313.32,"7,919.42",,,,"1,164.51","1,164.51",,,,,,,,,534.89,,,,14.41,,14.41,65.79,,,,,,,,,,566.76,,,,,,,,,,,
MONO,,,,,,23.51,,,,,,,,,,,760.55,760.55,,,,,,,,,,,,,"5,736.60",753.55,"4,983.05",,,,,492.66,,,,,,,,,,,,"1,456.79",10.50,,,(หน่วย: ล้านบาท),,,,,,,,,,,258.97,,120.33,96.83,,,"3,714.89","2,258.10",,,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.06,,,,,,,0.23,,,,,,46.83,,,,129.83,,,,,,,,,,,
MPIC,,,,139.14,,,,,,,,,,,,,,11.39,,,,5.00,10.60,,,,,,15.86,,683.44,428.11,255.34,,,,,140.15,,,,,,10.60,,,,,,,180.94,,,(หน่วย: ล้านบาท),,,,,,,,,,,13.73,,17.87,2.00,,,54.57,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,34.17,,,,73.55,,,,,,,,,,,
NMG,,,,,250.46,,"1,020.34",9.44,,,,,,,,,"2,636.10","1,339.48",,,,0.22,77.84,,159.92,,147.87,153.60,53.69,,"4,654.84","1,843.36","2,811.47",,702.74,,,276.94,,,,,,78.06,,,45.70,,,,92.36,,154.94,(หน่วย: ล้านบาท),,,,,,,,,,,102.70,,"1,064.54",0.32,,,76.27,323.25,9.12,,"1,196.56",141.21,,139.34,,425.51,3.01,,9.70,72.62,,,117.73,62.85,"1,567.47",1.25,,,69.35,68.10,,0.70,,,,,,,1.25,13.49,,,4.02,,7.03,92.50,,,0.00,,,23.10,,,,238.97,,,,,,,,,,,
PLANB,,,,,,107.51,,,,,,,,,,,,"1,566.20",,,,1.35,,,,,,,,,"4,200.29","2,115.69","2,084.60",,,,,907.70,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,11.09,,626.37,52.89,,,256.08,,23.81,,215.06,,,"1,566.20",,,,,,,,,,,,,,,,,,,,,1.35,,,,,83.74,,,,,,138.71,,,,,,36.17,,,,441.56,,,,,,,,,,,
POST,,,94.85,94.85,,,,,,,,,,,,,"1,339.85","1,339.85",,,,,,,,,,,74.13,,"2,222.78",590.69,"1,632.09",,,,,394.09,,,,,,,,,,,,,69.88,,,(หน่วย: ล้านบาท),,,,,,,,,,,59.32,,114.63,40.50,,,114.08,,,,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81,,,,12.09,,,,,,,,,,,
PRAKIT,,,,,,,,,,,,,,,,,99.32,99.32,,,,10.00,0.09,,,,,,,,"1,300.91",874.85,426.07,,,,,350.08,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,6.87,,17.96,,,,0.00,,,,11.64,,,,,,,,,,,,,,,,,,46.22,46.22,,,,,10.00,,,,30.00,,,,114.63,,114.63,367.73,,,,,,117.29,,,,129.09,0.09,,,,,,,,,,
RS,,,,,,27.08,,,,,,,,,,,,402.47,,,,,,,,24.84,,,,,"4,209.13","1,195.87","3,013.26",,,,,622.30,,,,,,,,,,,,,315.64,,,(หน่วย: ล้านบาท),,,,,,,,,,,273.92,,27.11,2.28,,,"2,118.33",,187.46,,214.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,,,,230.82,,,,,,,,,,,
SE-ED,,,,,48.18,15.69,,13.17,,,,,,,,,"2,308.20","1,844.56",,,25.91,8.40,79.46,,,,,,,,"2,739.63",670.99,"2,068.64",,,,,79.03,,,,,,,,,2.68,56.88,,,324.83,,525.32,(หน่วย: ล้านบาท),,,,,,,,,,,0.02,,51.95,37.19,,,3.91,,9.67,50.43,123.97,386.81,,110.49,,,,,2.49,44.27,,,216.34,8.83,958.45,,,,,,,,,,,,,,13.39,98.61,,,25.91,,,18.88,,,,,,,,,,145.86,,,,,,,,,,,
SMM,,,,,,,,4.46,,,,,,,,,343.10,118.55,,,,,243.62,,,,,,11.46,,972.66,793.32,179.33,,,,,216.47,,,,,,,,,8.00,3.05,,,551.74,,574.46,(หน่วย: ล้านบาท),,,,,,,,,,,16.51,,13.84,2.37,,,16.26,16.26,8.25,,8.25,,,,,,,,,,,,35.19,27.15,224.55,6.73,,,8.45,1.72,,,,,,,,,14.06,,,,0.94,,0.94,,,,,,,,,,,11.28,,,,,,,,,,,
SPORT,,,,,,,,,,,,,,,,,,371.83,,,,28.14,,,,,,,,,"1,393.97",506.67,887.29,,,,,380.62,,,,,,,,,,137.37,,,38.20,,,(หน่วย: ล้านบาท),,,,,,,,,,,23.39,,9.18,9.18,,,11.72,,96.11,,242.30,,,,,,,,,,,,,,,,,,,44.48,,,,145.49,28.14,,,,31.07,0.69,,,0.04,,0.04,,,,,,,25.10,,,,50.52,,,,,,,,,,,
TBSP,,,,,,,,,,,,,,,,,506.22,506.22,,,,,,,,,,,,,"1,022.71",445.99,576.72,,,,,246.96,,,,,,,,,,,,,156.27,,,(หน่วย: ล้านบาท),,,,,,,,,,,12.33,,13.23,13.23,,,37.60,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.52,,,,29.53,,,,,,,,,,,
TH,,,,,26.54,0.26,,,,,,,,,,,88.77,19.77,,,,0.58,121.91,,,,,1.60,,,"1,163.37",728.67,434.70,,,,,22.22,,,,,,,,,1.66,,,,1.66,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,3.19,,2.54,27.48,4.55,,,,,7.27,,,5.87,16.08,,,,28.52,63.12,3.40,,,106.34,102.94,,,,,121.91,,,,,0.14,,,304.24,,220.00,539.28,,,84.24,,,,,,,16.12,,,,,,,,,,,
TKS,,35.38,,,,,,,,,,,,,,,525.44,525.44,,,"1,195.89",,,,,,,,,,"2,311.75",450.38,"1,861.37",,,,,280.27,,,,,,,,,,,,,120.62,,120.62,(หน่วย: ล้านบาท),,,,,,,,2.28,,,8.73,,,,,,0.27,0.27,9.51,,9.51,,,,,,,,,,,,,,,,,,64.61,64.61,,,,,,,,,,,,,"1,252.81",,,,,,21.54,,,,,,,47.21,,,,,,,,,,,
TRITN,,,,,,1.60,,,,,,,,,,,420.99,420.99,,,,,,,,26.50,,,,342.01,"1,831.64","1,188.09",643.55,,,,,168.41,,,,,,,,,,,,,14.13,,,(หน่วย: ล้านบาท),,,,,,,,,,,40.42,,277.67,,,,0.39,0.39,17.57,,19.17,,,,,,,,,,,,,,,,,,133.70,133.70,,,,243.49,,,,,28.89,0.89,,,,,,165.12,6.00,,,,,,,,,214.74,,,,,,,,,,,
VGI,,,"1,486.84","1,486.84",,95.48,,,,,,,,,,,"1,589.83","1,589.83",,,,74.82,,,,,,,,,"9,563.93","3,694.20","5,869.73",,,,,932.29,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,23.92,,185.88,90.40,,,641.40,,519.46,,721.47,,,,,,,,,,,,,,,,,,64.92,64.92,,,,202.01,,,,,5.15,,,,,,,569.94,413.32,,,,,"1,261.39",,,,"1,581.49",74.82,11.28,,,,,,,,,
WAVE,,,923.17,923.17,,,,,,,,,,,,,614.56,614.56,,,,2.75,,,,,,,,,"3,206.13",725.72,"2,480.42",,,,,367.62,,,,,,,,,,,,,41.21,,,(หน่วย: ล้านบาท),,,,,,,,,,,30.42,,83.57,,,,243.60,,,5.35,185.66,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,1.72,,,,,,,21.54,,,,,,481.29,,,,203.68,,,,,,,,,,,
WORK,,,,,,,,148.74,,,,,,,,,"1,071.13","1,099.84",,,,,578.28,,,,,,,,"6,447.77","2,676.59","3,771.19",,,,,578.28,,,,,,,,,,,,"2,073.45",169.52,,30.27,(หน่วย: ล้านบาท),,,,,,,,,,,52.80,,34.89,34.89,,,"2,458.76","1,282.25",136.47,,136.47,,,851.85,,896.94,,,,,,,9.49,,823.13,,,,,,,,,,,,,,,,,,,,,559.28,,,,,,23.32,,,,"1,334.61",,,,,,,,,,,
BWG,,,,,,,,,,,,,,,,,,"4,044.66",,,,,,,,,,,,,"5,947.36","1,750.96","4,196.40",,,,,805.96,,,,,,,,,,,,,,,,(หน่วย: ล้านบาท),,,,,,,,,,,13.65,,13.87,13.87,,,,,,,138.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.13,,,,,,,,,,,
GENCO,,,,,4.92,,,,,,,,,,619.80,,282.22,282.22,,,0.56,4.66,71.27,,,,,,,,"1,639.96",590.02,"1,049.94",,,,,73.27,,,,,,,,,0.54,,,,491.94,,,(หน่วย: ล้านบาท),,,,,,,,,,,6.09,,0.51,0.51,,,4.92,,41.00,,41.00,,,,,,,,,,,,,2.66,,,,,87.28,87.28,,,,,,,,,0.76,,,,7.90,,,,,,7.33,,,,,,,24.30,,,,,,,,,,,
PRO,,,,,,,,,,,,,,,,,339.94,339.94,,,,,7.46,,,,,,14.62,,488.92,91.20,397.72,,9.95,,,29.79,,,,,,7.46,,,,,,,2.49,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,24.57,,,,0.49,0.49,4.30,,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.00,,53.00,0.20,,,,,,,,,,26.69,,,,,,,,,,,
ASIA,,,,,3.33,,,,,,,,,,,,"8,656.10","8,656.10",,,,,283.96,,,,,9.85,,,"9,299.85",393.17,"8,906.68",,,,,283.96,,,,,,,,,,156.78,,,42.03,,42.03,(หน่วย: ล้านบาท),,,,,,,,,,,2.10,,,,,,3.33,,2.45,,20.48,,,,,,,,,,,,,,,,,,63.89,63.89,,,,,,,,,4.00,8.18,,,,,,0.68,,,,,,,,,,66.50,,,,,,,,,,,
CENTEL,,,314.60,314.60,,,,,,,,,,,,,"17,884.38","17,884.38",,,,95.04,7.46,,,,,,,,"25,037.31","2,650.52","22,386.79",,,,,860.03,,,,,,,,,,"2,103.22",,,807.08,,,(หน่วย: ล้านบาท),,,,,,,,,,,83.18,,176.49,,,,389.28,389.28,,,578.54,,,,,,,,,,,,,,,,,,408.86,408.86,,,,,7.46,,,,,,,,1.18,,,98.04,,,1.18,,,528.50,,,,701.41,95.04,,,,,,,,,,
CSR,,,,,,,,,,,,,,,,,"1,182.87","1,182.87",,,,,2.78,,,,,,,,"1,466.91",56.14,"1,410.78",,,,,2.78,,,,,,,,,0.73,,,,0.73,,,(หน่วย: ล้านบาท),,,,,,,,,,,7.14,,,,,,,,4.02,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.74,,152.00,42.53,,,64.74,,,,,,,10.09,,,,,,,,,,,
DTC,,,,,,846.70,,,,,,,,,,,"4,322.44","4,322.44",,,,102.18,,,,,,,,,"9,978.32","2,276.90","7,701.41",,,,,536.32,,,,,,,,,,,,,71.47,,,(หน่วย: ล้านบาท),,,,,,,,,,,133.65,,200.60,56.15,,,62.81,62.81,124.14,,"1,070.95",,,,,,,,,,,,,,,,,,177.27,177.27,,,,,,,,,2.22,100.11,,,509.61,,33.80,447.65,,,475.81,,,"1,320.29",,,,"1,020.87",102.18,,,,,,,,,,
ERW,,,,,,,,,,,,,,,104.24,,,"12,567.57",,,,,,,,,128.78,,,,"16,047.70","1,572.67","14,475.02",,,,,217.61,,,,,,,,,,"1,406.16",,,56.83,,,(หน่วย: ล้านบาท),,,,,,,,,,,13.36,,221.25,92.48,,,34.28,,98.79,,238.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.09,,,1.06,,,,,,1.06,,,109.48,,,,"1,076.98",,,,,,,,,,,
GRAND,,,,,34.24,,,,,,,,,,117.12,,"5,287.03","3,487.10",,,475.14,452.31,62.99,,,,,,,,"9,284.80","4,327.78","4,957.02",,,,,83.43,,,,,,,,,,291.31,,,"2,276.28",,6.94,(หน่วย: ล้านบาท),,,,,,,,,,,20.72,,104.24,74.24,,,15.12,,257.83,,343.12,,,,,19.13,,,,,,,,1.80,"1,799.94",173.11,,,197.82,24.71,,,,,452.31,,,,7.19,85.29,,,650.64,,,,,,175.50,,,,,,,"1,411.52",,,,,,,,,,,
LRH,,,407.90,407.90,,,,,,,,,,,"3,985.98",,"10,669.93","11,299.86",,,,,322.17,,,,,,,,"20,883.71","5,965.01","14,918.70",,,,,704.57,,,,322.17,,,,,,11.46,,,"4,098.58",,112.60,(หน่วย: ล้านบาท),,,,,,,,,,,98.13,,138.88,138.88,,,,,76.85,,76.85,"5,354.39",,,,,1.00,,4.92,,,,,7.43,"4,719.53",,,,"1,165.33","1,165.33",,,,,,,,,2.22,,,,606.36,,607.36,13.01,,,,,,928.40,,,,"1,009.98",,,,,,,,,,,
