Stock,กำไร (ขาดทุน) จากการทำสัญญาป้องกันความเสี่ยง,กำไร (ขาดทุน) ที่ยังไม่เกิดขึ้นจากการเปลี่ยนแปลงสัดส่วนการลงทุน,กำไร (ขาดทุน) สะสม,กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,กำไรสะสม - จัดสรรแล้ว,ค่าตอบแทนค้างจ่ายผู้ให้สัมปทานสิทธิ,ค่าเบี้ยประกันรับล่วงหน้า,ค่าใช้จ่ายค้างจ่าย,ค่าใช้จ่ายเกี่ยวกับพนักงานค้างจ่าย,จำนวนหุ้นทุนซื้อคืน (หน่วย : หุ้น),ดอกเบี้ยค้างจ่าย,ตราสารหนี้,ต่างประเทศ - มีดอกเบี้ย,ต่างประเทศ - ไม่มีดอกเบี้ย,ต้นทุนค่าก่อสร้างที่ยังไม่เรียกเก็บ,ทุนจดทะเบียน,ทุนที่ออกและชำระเต็มมูลค่าแล้ว,ทุนที่ได้รับจากผู้ถือหน่วยลงทุน,บัญชีปรับสมดุล,บุคคลหรือกิจการที่เกี่ยวข้องกัน,บุคคลหรือกิจการอื่น,ประมาณการหนี้สิน,ประมาณการหนี้สินระยะยาว,ประมาณการหนี้สินระยะสั้น,ผลต่างจากการแปลงค่างบการเงิน,ภาระจากการรับรอง,ภาระในการส่งคืนหลักทรัพย์,ภาษีธุรกิจเฉพาะค้างจ่าย,ภาษีมูลค่าเพิ่มค้างจ่าย,ภาษีสรรพสามิตค้างจ่าย,ภาษีเงินได้ค้างจ่าย,ภาษีเงินได้นิติบุคคลค้างจ่าย,รวมส่วนของผู้ถือหุ้น,รวมส่วนของผู้ถือหุ้นของบริษัท,รวมหนี้สิน,รวมหนี้สินหมุนเวียน,รวมหนี้สินไม่หมุนเวียน,รายการระหว่างธนาคารและตลาดเงิน,รายการอื่น,รายได้รอการรับรู้ - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,รายได้รอการรับรู้ - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,รายได้รับล่วงหน้า,สำรองค่าสินไหมทดแทนและค่าสินไหมทดแทนค้างจ่าย,สำรองตามกฎหมาย,สำรองอื่น ๆ,สำรองเบี้ยประกันภัย,สำรองเผื่อหนี้สินจากคดีความฟ้องร้อง,สำรองเพื่อขยายงาน,สำรองเพื่อชำระคืนเงินกู้ยืม,สำรองเพื่อซื้อหุ้นทุนซื้อคืน,สินทรัพย์สุทธิ,สินทรัพย์สุทธิต่อหน่วย (หน่วย : บาท),ส่วนของหนี้สินระยะยาวที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนเกิน (ต่ำกว่า) ทุนจากการรวมธุรกิจภายใต้การควบคุมเดียวกัน,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงมูลค่ายุติธรรมของเงินลงทุน,ส่วนเกิน (ต่ำกว่า) ทุนจากการเพิ่มทุนของบริษัทย่อย และ/หรือ บริษัทร่วม,ส่วนเกิน (ต่ำกว่า) ทุนจากรายการในส่วนของผู้ถือหุ้นของบริษัทย่อย และ/หรือ บริษัทร่วม,ส่วนเกิน (ต่ำกว่า) ทุนจากหุ้นทุนซื้อคืน,ส่วนเกิน (ต่ำกว่า) ทุนอื่น,ส่วนเกิน (ต่ำกว่า) ทุนอื่น - อื่น ๆ,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น,ส่วนเกินทุนจากการตีราคาสินทรัพย์ถาวร,ส่วนเกินทุนจากการลดทุน,ส่วนเกินทุนจากใบสำคัญแสดงสิทธิที่หมดอายุแล้ว,ส่วนแบ่งผลขาดทุนที่เกินเงินลงทุนในบริษัทร่วม และ/หรือ กิจการร่วมค้า,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,หนี้สินจากสัญญาประกันภัย,หนี้สินจ่ายคืนเมื่อทวงถาม,หนี้สินตราสารอนุพันธ์,หนี้สินตราสารอนุพันธ์หมุนเวียน,หนี้สินตราสารอนุพันธ์ไม่หมุนเวียน,หนี้สินตามสัญญาปรับโครงสร้างหนี้และฟื้นฟูกิจการ,หนี้สินตามสัญญาเช่าการเงิน,หนี้สินตามสัมปทานสิทธิ,หนี้สินทางการเงิน,หนี้สินทางการเงินที่กำหนดให้แสดงด้วยมูลค่ายุติธรรม,หนี้สินทางการเงินหมุนเวียนอื่น,หนี้สินทางการเงินอื่น,หนี้สินทางการเงินไม่หมุนเวียนอื่น,หนี้สินที่เกี่ยวข้องโดยตรงกับสินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,หนี้สินผลประโยชน์พนักงานภายหลังเลิกจ้าง,หนี้สินผลประโยชน์พนักงานภายหลังเลิกจ้าง - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินผลประโยชน์พนักงานภายหลังเลิกจ้าง - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินภาษีเงินได้รอตัดบัญชี,หนี้สินระยะยาว - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินระยะยาวอื่น,หนี้สินหมุนเวียนอื่น,หนี้สินหมุนเวียนอื่น - อื่น ๆ,หนี้สินอื่น,หนี้สินและทุน,หนี้สินไม่หมุนเวียน - อื่น ๆ,หนี้สินไม่หมุนเวียนอื่น,หลักทรัพย์ขายโดยมีสัญญาซื้อคืน,หุ้นกู้และตราสารหนี้อื่น,หุ้นของบริษัทที่ถือโดยบริษัทย่อย,หุ้นทุนซื้อคืน,หุ้นทุนรับซื้อคืน / หุ้นของบริษัทที่ถือโดยบริษัทย่อย,หุ้นบุริมสิทธิ,หุ้นสามัญ,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,อื่น ๆ,เงินกู้ยืม,เงินกู้ยืมระยะยาว,เงินกู้ยืมระยะยาว - บุคคลหรือกิจการที่เกี่ยวข้องกัน,เงินกู้ยืมระยะยาว - บุคคลหรือกิจการอื่น,เงินกู้ยืมระยะยาว - สถาบันการเงิน,เงินกู้ยืมระยะสั้น,เงินกู้ยืมและเงินรับฝาก,เงินค้างจ่ายเกี่ยวกับการประกันภัยต่อ,เงินถือไว้จากการประกันภัยต่อ,เงินทดรองรับและเงินกู้ยืมระยะสั้น,เงินประกันผลงาน,เงินปันผลค้างจ่าย,เงินฝากที่เป็นเงินตราต่างประเทศ,เงินฝากที่เป็นเงินบาท,เงินมัดจำ,เงินมัดจำการเช่าและบริการ,เงินรับฝาก,เงินรับล่วงหน้าค่าหุ้น,เงินรับล่วงหน้าจากลูกค้า - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,เงินรับล่วงหน้าจากลูกค้า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,เงินสำรองการเสี่ยงภัยที่ยังไม่สิ้นสุด,เงินเบิกเกินบัญชีและเงินกู้ยืมจากสถาบันการเงิน,เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน,เจ้าหนี้,เจ้าหนี้การค้าและเจ้าหนี้อื่น,เจ้าหนี้ค่าที่ดินและค่าก่อสร้าง,เจ้าหนี้ค้างจ่าย,เจ้าหนี้จากการซื้อเงินลงทุน,เจ้าหนี้จากการแบ่งปันส่วนทุน,เจ้าหนี้ทรัสต์รีซีท,เจ้าหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,เจ้าหนี้บริษัทประกันภัยต่อ,เจ้าหนี้ระยะยาวอื่น - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,เจ้าหนี้ระยะยาวอื่นที่ถึงกำหนดชำระภายในหนึ่งปี,เจ้าหนี้ระยะสั้นอื่น - สุทธิ,เจ้าหนี้สำนักหักบัญชี,เจ้าหนี้อื่น,ในประเทศ - มีดอกเบี้ย,ในประเทศ - ไม่มีดอกเบี้ย,ใบสำคัญแสดงสิทธิ สิทธิซื้อหุ้น และสิทธิในการเลือกซื้อหุ้น
MCOT,,,-512.02,-895.52,383.50,,,436.78,,,,,,,,"3,835.00","3,435.50",,,,933.52,,4.00,,,,,,,,,,"4,013.62","4,030.28","2,944.91","1,152.22","1,792.69",,,389.62,,,,383.50,,,,,,,,,22.81,,,,,,,,"1,106.80",,,,,-16.66,,,,,,,17.06,,,,,,,,,424.86,23.65,,17.06,,450.86,14.08,,(หน่วย: ล้านบาท),23.62,23.62,,,,,,,"1,106.80",,,,,,,,,,,,,,,,,,,,,,72.63,,,,,280.62,,,,,,,,933.52,301.65,,,,,,
MONO,,,-889.61,-941.58,51.97,,,,,,,,,,,519.70,339.07,,,,,,,,,,,,,,,3.41,"2,739.23","2,739.23","2,997.37",802.40,"2,194.97",,,,,,,51.97,,,,,,,,,294.67,,,,,,,,"3,440.90",,,,,,,,,,,,6.03,695.32,,,,,,,,43.79,,8.99,"2,142.19",,68.69,65.29,,(หน่วย: ล้านบาท),,,,,,,,,"3,440.90",-151.13,,,,,,"1,440.84",,,,,,,,,,,,,,,,,,120.00,,319.04,,,,,,,,,,,,,,,
MPIC,,,"-1,183.88","-1,187.69",3.81,,,,,,,,,,,"1,315.34","1,300.12",,,,,,,,,,,,,,,,529.44,549.34,154.01,148.99,5.01,,-0.78,,,,,3.81,,,,,,,,,0.22,-20.11,,,,,-20.11,,453.98,,,,,-19.90,,,,,,,0.08,,,,,,,,,4.94,,,0.08,,6.84,6.84,,(หน่วย: ล้านบาท),,,,,,,,,453.98,-20.88,,,,,,,,,,,,,,,,,,,,,,,,60.00,,81.93,,,,,,,,,,,,,,,
NMG,,0.10,"-2,811.52","-2,844.22",32.70,,,154.12,,,,,,,,"2,663.57","2,155.96",,,0.00,207.40,,,,,,,,198.24,,,,675.68,554.20,"3,979.15","2,516.61","1,462.55",,-91.01,,,,,32.70,,,,,,,,,132.00,,,,96.94,,97.03,,"1,169.69",,,,,121.48,,,,,,,,,,,,,,,,135.13,,21.61,85.62,,663.54,311.18,,(หน่วย: ล้านบาท),"1,220.18","1,220.18",,,,,,,"1,169.69",6.02,,,,,,85.62,,,,,207.40,,,,,,,,,,107.12,,,"1,184.36",,109.37,,,,,38.43,,,,,74.39,,,,,34.04
PLANB,,,896.46,861.11,35.35,,,,,,,,,,,353.50,352.96,,,,,,,,,,,,,,,14.78,"3,638.25","3,571.71",562.04,541.14,20.90,,-0.30,,24.70,,,35.35,,,,,,,,,11.99,,,,,,29.22,29.22,"2,293.36",,,,,66.54,,,,,,,3.23,,,,,,,,,6.50,,,14.02,,93.42,78.64,,(หน่วย: ล้านบาท),,0.38,,,,,,,"2,293.36",28.92,,,,,,10.80,,,,,,,,,,,,,,,,,,,,411.04,,,,,,,,,,,,,,,
POST,,,-721.39,-771.89,50.50,,,,,,,,,,,505.00,500.00,,,,5.88,,,,,,,,,,,,408.72,355.99,"1,814.06","1,212.87",601.19,,,,51.60,,,50.50,,,,,,,,,12.50,,,,,,,,,,,,,52.73,,,,,,,,,,,,,,,,85.06,,151.66,364.47,,56.58,56.58,,(หน่วย: ล้านบาท),,,,,,,,,500.00,577.38,,,,,364.47,,,,,,5.88,,,,,,,,,,,,,843.92,,242.38,,,,,,,,,,,,,,,
PRAKIT,,,669.44,659.44,10.00,,,,,,,,,,,94.44,60.45,,,,,,,,,,,,,,,1.95,913.24,911.02,387.67,351.38,36.29,,,13.40,,,,10.00,,,,,,,,,,,,,,,,,193.57,,,,,2.23,,,,,,,,,,,,,,,,22.89,,,,,36.33,34.38,,(หน่วย: ล้านบาท),,,,,,,,,193.57,-12.44,,,,,,,,,,,,,,,,,,,,,,,,,,315.05,,,,,,,,,,,,,,,
RS,,,593.76,15.52,578.25,,,10.09,,"43,273.30",,,,,,"1,203.27","1,010.15",,,,,,,,,,,,29.76,,,41.61,"1,402.06","1,396.87","2,807.07","1,338.42","1,468.65",,,,,,,112.97,,,,,,465.27,,,228.55,,,,,,,,258.24,,,,,5.18,,,,,,,17.69,717.67,,,,,,,,96.13,,,"1,361.45",,81.46,,,(หน่วย: ล้านบาท),,11.07,,,,465.27,465.27,,258.24,,,,,,,626.08,,,,,,,,,,,,,,,,,,213.00,,815.42,,,,,,,,,,,,,,,
SE-ED,,,185.06,145.23,39.83,,,,,,,,,,,391.94,391.94,,,1.14,913.43,,,,,,,,,,,0.33,"1,243.79","1,155.30","1,495.84","1,300.27",195.57,,,15.86,,,,39.83,,,,,,,,,279.01,,0.01,,,,428.87,,149.42,428.87,,,,88.49,,,,,,,,,,,,,,,,63.80,8.60,50.82,56.75,,44.45,44.12,,(หน่วย: ล้านบาท),,8.35,,,,,,,149.42,428.87,,,,,56.75,269.01,,,,,,,,,,8.35,,,,,53.64,,,,,914.57,,,,,,,,,,,,,,,
SMM,,,-73.68,-78.75,5.06,,,,,,,,,,,403.97,323.18,,,,12.00,,,,,,,,,,,,282.28,282.28,690.38,436.75,253.63,,,,,,,5.06,,,,,,,,,6.01,,,,-1.05,,-1.05,,33.83,,,,,,,,,,,,1.31,,,,,,,,,10.01,1.77,,229.49,,2.34,2.34,,(หน่วย: ล้านบาท),2.13,2.13,,,,,,,33.83,-1.05,-1.05,,,,,228.18,,,,,25.00,,,,,,,,,,,,,219.64,,182.00,,,,,,,,12.00,,,,,,,
SPORT,,,-665.34,-665.34,,,,,,,,,,,,937.48,456.37,,,1.28,3.73,,,,,,,,,,,,103.35,88.44,"1,290.62","1,214.37",76.25,,,,256.80,,,,,,,,,,,,0.74,,,,,,,,297.40,,,,,14.91,,,,,,,1.00,,,,,,,,,57.45,,5.18,1.00,,,,,(หน่วย: ล้านบาท),,12.62,,,,,,,297.40,0.02,,,,,,0.74,,,,,1.28,,,,,,,,,,,,,657.62,,294.21,,,,,,,,,,3.73,,,,,
TBSP,,,368.91,357.91,11.00,,,,,,,,,,,110.00,110.00,,,,,,,,,,,,,,,,662.53,643.91,360.18,228.51,131.67,,,,,,,11.00,,,,,,,,,45.67,,,,,,,,165.00,,,,,18.62,,,,,,,13.92,,,,,,,,,56.17,3.02,4.91,70.59,28.33,6.84,,,(หน่วย: ล้านบาท),,,,,,,,,165.00,,,,,,56.67,,,,,,,,,,,,,,,,,,,60.90,,112.09,,,,,,,,,,,,,,,
TH,,,-104.84,-118.50,13.66,,,,,,,,,,,"1,870.16",965.03,,,,40.43,,,,,,,,,,,0.06,"1,117.94","1,103.51",45.43,45.24,0.18,,,,,,,13.66,,,,,,,,,,,0.74,,,,0.74,,242.58,,,,,14.44,,,,,,,,,,,,,,,,,4.75,0.18,,,0.06,,,(หน่วย: ล้านบาท),,,,,,,,,242.58,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,40.43,,,,,,,,,,,,,,,
TKS,,,"1,172.66","1,136.64",36.02,,,,,,,,,,,360.21,360.21,,,,256.03,,,,,,,,,,,,"1,835.12","1,835.12",476.63,364.00,112.64,,103.25,,,,,36.02,,,,,,,,,65.96,,,,,44.03,44.03,,154.97,,,,,,,,,,,,1.79,,,,,,,,,,,29.29,82.56,1.39,,,,(หน่วย: ล้านบาท),0.79,0.79,,,,,,,154.97,147.28,,,,,,80.77,,,,,,,,,,,,,,,,,,42.00,,256.03,,,,,,,,,,,,,,,
TRITN,,79.11,-528.05,,-528.05,,,3.70,,,,,,,264.75,803.36,803.36,,,,,,9.72,,,,,,2.46,,,0.03,894.81,893.35,936.83,890.38,46.45,,-9.46,,297.56,,,-528.05,,,,,,,,,29.11,,,,,,79.11,,548.39,,,,,1.46,,,,,,,5.60,,,,,,,,,3.71,,25.11,5.60,,6.21,0.01,,(หน่วย: ล้านบาท),2.30,2.30,,,,,,,548.39,69.65,,,,,,,,,,,,,,,,,,,,,,,,30.00,,262.75,,,,,,,,,,,,,,,
VGI,,200.68,"1,245.40","1,156.20",89.20,,,492.19,,,,,,,,891.99,720.43,,,,,,,,,,,,,,,27.51,"5,798.53","4,345.10","3,765.41","1,923.47","1,841.93",,-1.37,5.52,63.27,,,89.20,,,,,,,,,142.50,-663.67,,,,,-463.00,,"2,843.64",,,,,"1,453.43",,,,,,,,,,,,,,,,58.44,,65.32,"1,701.00",,833.51,114.10,,(หน่วย: ล้านบาท),,11.65,,,,,,,"2,843.64",-464.37,,,,,,"1,701.00",,,,,,,,,,199.72,,,,,406.16,,,230.00,,248.04,,,,,,,,,,,,,,,
WAVE,,,111.16,67.28,43.87,,,134.62,,,,,,,,463.32,421.20,,,,,,,,,,,,,,,4.88,"1,313.34",838.59,"1,892.79","1,143.71",749.08,,,,192.07,,,43.87,,,,,,,,,206.70,,,,,,,,315.56,,,,,474.75,,,,,,,9.87,,,,,,,,,76.31,,45.75,610.03,,186.97,47.47,,(หน่วย: ล้านบาท),,17.00,,,,,,,315.56,-9.33,,,,4.50,196.61,595.66,,,,,,,,,,,,,,,,,,295.57,,262.40,,,,,,,,,,,,,,,
WORK,,,"1,216.32","1,171.11",45.21,,,,,,,,,,,452.09,438.86,,,,,,,,,,,,,,,93.33,"4,443.42","4,434.91","2,004.35","1,235.92",768.43,,,,,,,45.21,,,,,,,,,590.89,,,,,,-1.74,,"2,717.67",,,,,8.52,,,,,,,8.61,388.79,,,,,,,,115.67,,1.48,633.69,,146.97,53.64,,(หน่วย: ล้านบาท),,,,,,,,,438.86,-1.74,,,,,,236.29,,,,,,,,,,,,,,17.59,22.38,,,,,475.67,,,,,,,,,,,,,,,63.80
BWG,,,"1,103.95","1,019.69",84.25,,,,,,,,,,,"1,188.63",958.03,,,,,,48.56,,,,,,,,,8.08,"3,704.65","3,147.88","2,242.70",896.11,"1,346.59",,,,,,,84.25,,,,,,,,,359.04,,,,,,,,"1,008.88",,,,,556.77,,,,,,,,,,,,,,,,34.64,,,"1,240.82",,8.08,,,(หน่วย: ล้านบาท),,22.58,,,,,,,"1,008.88",77.02,,,,,"1,240.82",,,,,,,,,,,,,,,,,,,131.00,,397.99,,,,,,,,,,,,,,,
GENCO,,,8.90,0.20,8.71,,,,,,,,,,,"1,428.00","1,122.30",,,16.69,59.05,,,,,,,,,,,,"1,338.27","1,338.27",301.69,165.60,136.09,,,,,,,8.71,,,,,,,,,17.87,,-1.66,,,,-1.66,,208.73,,,,,,,,,,,,0.51,,,,,,,,,4.54,,,97.56,,,,,(หน่วย: ล้านบาท),34.00,34.00,,,,,,,208.73,-1.66,,,,,,97.04,,,,,,,,,,,,,,,21.98,,,50.00,,16.69,,,,,,,,,,59.05,,,,,
PRO,,,-825.23,,,,,16.44,,,18.56,,,,,"1,470.00","1,417.56",,,,5.65,,31.04,,,,,,,,,,306.89,307.33,182.04,145.57,36.47,,,,,,,,,,,,,,,,,,,,,,,,-285.00,,,,,-0.45,,,,,,,,,,,,,,,,5.43,,,,,45.10,10.10,,(หน่วย: ล้านบาท),,,,,,,,,-285.00,,,,,,,,,,,,,,,,,,,,,,,,,2.52,,92.31,,,,,,,,,,5.65,,,,,
ASIA,,,622.04,580.74,41.31,,,,,,,,,,,500.00,320.00,,,,122.60,,,,,,,,,,,0.19,"5,681.87","5,501.34","3,617.98",585.86,"3,032.11",,,24.54,7.68,,,41.31,,,,,,,,,191.02,,,,37.09,112.74,"4,559.30",,,"4,409.47",,,,180.52,,,,,,,2.84,,,,,,,,,74.75,,"1,155.32","1,608.53",,22.98,22.79,,(หน่วย: ล้านบาท),4.67,168.96,,,,,,,112.74,"4,559.30",,,,,,"1,605.69",,,,,,,,,,164.30,,,,,,,,241.58,,122.60,,,,,,,,,,,,,,,
CENTEL,,,"9,101.18","8,943.10",158.08,,,,,,,"4,280.00",,,,"1,350.00","1,350.00",,,,,,107.85,,,,,,,,,167.92,"12,058.37","11,540.85","12,978.94","4,404.77","8,574.17",,,"2,154.91",177.72,,,158.08,,,,,,,,,935.30,,,,,,,,970.00,,,,,517.52,,,,,,,,,,,,,,,,229.64,,184.72,"5,878.71",,420.89,252.97,,(หน่วย: ล้านบาท),,18.33,,,,,,,970.00,119.68,,,,60.99,,"1,537.72",,,,,,,,,,,,,,,,,,151.18,,"2,719.68",,,,,,,,,,,,,,,
CSR,,,378.97,358.47,20.50,,,,,,,,,,,205.00,205.00,,,,15.37,,,,,,,,,,,5.56,"1,283.98","1,283.98",182.93,20.93,162.01,,,,,,,20.50,,,,,,,,,,,,,,,,,93.20,,,,,,,,,,,,,,,,,,,,,6.24,,151.88,,,5.56,,,(หน่วย: ล้านบาท),3.88,3.88,,,,,,,93.20,606.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37,,,,,
DTC,,,"2,053.51","1,490.48",563.04,,,,,,,,,,,850.00,850.00,,,4.58,,,77.70,,,,,,,,,57.59,"5,880.72","4,823.54","4,097.60","1,803.36","2,294.24",,274.40,558.98,25.43,,,85.00,462.30,,,,,15.74,,,214.47,,,,,18.37,18.37,,"1,643.00",,,,,"1,057.18",,,,,,,0.54,,,,,,,,,199.79,,28.19,919.94,,133.07,75.49,,(หน่วย: ล้านบาท),17.26,509.64,,,15.74,,15.74,,"1,643.00",292.76,,,,,919.40,,,,,,4.58,,,,,492.38,,,,,,,,543.70,,882.10,,,,,,,,,,,,,,,
ERW,,,"1,965.45","1,729.90",235.56,,,,,,,,,,,"2,537.89","2,500.89",,,,,,,,,,,,,,,76.00,"5,403.03","5,236.02","10,644.66","3,217.81","7,426.85",,-88.00,,,,,235.56,,,,,,,,,916.37,,,,,,,,846.27,,,,,167.01,,,,,,,1.62,,,,,,,,,86.60,,47.20,"7,058.06",,926.94,850.93,,(หน่วย: ล้านบาท),192.31,234.99,,,,,,,846.27,-88.00,,,,,,"7,056.44",,,,,,,,,,42.68,,,,,,,,"1,095.00",,279.51,,,,,,,,,,,,,,,11.41
GRAND,,,734.17,689.24,44.93,,,,,,,"2,493.18",,,,"5,000.00","2,889.04",,,149.62,249.44,,,,,,,,,,,60.61,"3,623.21","3,623.21","5,661.60","2,585.34","3,076.25",,,31.41,,,,44.93,,,,,,,,,"1,203.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.79,,16.76,"2,962.03",,538.51,84.65,,(หน่วย: ล้านบาท),3.27,3.27,,,,,,,"2,889.04",,,,,,,468.84,,,,,399.06,,,,,393.25,,,,,,,,,,444.27,,,,,,,,,,,,,,,
LRH,,,"3,181.96","2,970.28",211.68,,,,,,,497.98,,,,"2,116.75","1,666.83",,,,924.89,,41.02,,113.69,,,,60.39,,,38.18,"12,660.68","12,401.89","8,223.03","3,468.47","4,754.56",,577.04,,,,,211.68,,,,,,,,,"1,016.59",,,,,,"4,799.91",,"2,062.46","4,799.91",,,,258.79,,,,,,,,,,,,,,,,55.17,,"2,339.13","2,207.87",,204.74,106.17,,(หน่วย: ล้านบาท),111.37,111.37,,,,,,,"2,062.46","5,490.64",,,,,,"2,207.87",,,,,,,,,,,,,,,812.25,,,510.00,,924.89,,,,,,,,,,,,,,,
MANRIN,,,6.66,-20.24,26.91,,,,,,,,,,,330.00,269.06,,,,,,,,,,,,,,,,479.92,479.92,451.62,60.18,391.44,,,,,,,26.91,,,,,,,,,28.12,,,,,,,,204.20,,,,,,,,,,,,0.02,,,,,,,,,5.31,,,384.02,,,,,(หน่วย: ล้านบาท),,2.11,,,,,,,204.20,,,,,,384.00,,,,,,,,,,,,,,,,,,,,,32.05,,,,,,,,,,,,,,,
OHTL,,,613.15,597.15,16.00,,,,,,,,,,,150.98,150.98,,,,,,,,,,,,,,,27.37,764.13,764.13,"1,125.71",470.70,655.01,,,,,,,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.87,,,350.00,,51.21,23.84,,(หน่วย: ล้านบาท),166.14,166.14,,,,,,,150.98,,,,,,,350.00,,,,,,,,,,,,,,,,,,70.00,,349.49,,,,,,,,,,,,,,,
ROH,,,-35.02,-139.77,104.75,,,,,,,,,,,,937.50,,,,,,,,,,,,,,,1.38,908.09,902.48,234.78,176.40,58.38,,,,,,,104.75,,,,,,,,,,,,,,,,,,,,,,5.61,,,,,,,,,,,,,,,,56.68,,,,,16.45,15.07,,(หน่วย: ล้านบาท),,1.69,,,,,,,937.50,,,,,,,,,,,,,,,,,,,,,,,,,,,159.95,,,,,,,,,,,,,,,
SHANG,,,"4,492.46","4,362.46",130.00,,,,,,,,,,,"1,300.00","1,300.00",,,27.76,304.05,,,,760.68,,,,,,,83.97,"8,597.21","8,561.83",659.11,570.80,88.31,,-7.94,,,,,130.00,,,,,,,,,,,426.25,,,,426.25,,"1,590.40",,,,,35.38,,,,,,,,,,,,,,,,71.07,,,,,238.99,155.02,,(หน่วย: ล้านบาท),,17.24,,,,,,,"1,590.40","1,178.98",,,,,,,,,,,,,,,,17.24,,,,,,,,,,331.81,,,,,,,,,,,,,,,
AAV,,,"18,921.08","18,872.58",48.50,,,"2,376.04",,,,"1,598.01",,,,485.00,485.00,,,170.09,478.32,,,,,,,,,,,,"31,453.10","22,005.88","31,320.46","10,910.14","20,410.33",,,,"4,820.99",,,48.50,,,,,,,,,"2,647.42",,,,,,,,"2,599.81",,,,,"9,447.22",,,,,,,"13,231.62",,,,,,,,,346.68,,"3,249.69","16,813.96",,"2,482.65",106.61,,(หน่วย: ล้านบาท),,,,,,,,,"2,599.81",,,,,,,"1,984.34",,,,,,,,,,,,,,,,,,,,310.67,,,,,,,,,,648.41,,,,,
AOT,,,"109,543.05","108,114.48","1,428.57",,,,,,,,,,,"14,285.70","14,285.70",,,,"6,516.46",,680.07,282.80,,,,,,,,"3,451.40","137,888.69","137,558.01","42,364.73","16,874.59","25,490.13",,,,,,,"1,428.57",,,,,,,,,"4,085.03",,,,,,,,"12,567.67",,,,,330.68,,,,,,,306.95,,,,,,,,,"2,320.44",,,"18,826.39","4,085.03","5,014.70","1,563.30",,(หน่วย: ล้านบาท),"3,663.23","3,663.23",,,,,,,"12,567.67","1,161.59",,,,,"18,519.44",,,,,,,,,,,,,,,,,,,30.00,,945.61,,,,,,,,,,"6,516.46",,,,,
ASIMAR,,,222.81,196.98,25.83,,,16.85,,,,,,,,258.29,258.29,,,1.03,41.15,,,10.18,,,,,,,,7.19,482.67,481.10,251.14,150.98,100.15,,,,,,,25.83,,,,,,,,,12.91,,,,,,,,,,,,,1.56,,,,,,,1.44,,,,,,,,,10.45,,,89.70,,37.26,13.21,,(หน่วย: ล้านบาท),,,,,,,,,258.29,,,,,,11.88,88.26,,,,,,,,,,,,,,,,,,20.00,,42.18,,,,,28.46,,,,,,,,,,
B,,,-47.18,-47.18,,,,24.69,,,,,,,,592.37,397.56,,,,,,,,,,,,,,,,351.03,351.03,161.56,51.89,109.66,,,,,,,,,,,,,,,,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,43.36,,24.69,,,(หน่วย: ล้านบาท),65.88,65.88,,,,,,,397.56,0.64,,,,,43.36,,,,,,,,,,,,,,,,,,,,,16.06,,,,,,,,,,,,,,,
BA,,,448.20,238.20,210.00,,,,,,,,,,,"2,100.00","2,100.00",,,"11,365.27",,,,,,,,,,,,213.88,"28,385.59","28,313.04","29,556.00","8,315.43","21,240.57",,,,"2,625.69",,,210.00,,,,,,,,,539.46,,,,,,,,"9,319.48",,,,,72.55,,,,,,,"3,958.68",,,,,,,,,594.02,,"4,575.95","4,650.61",,"2,290.92","2,077.04",,(หน่วย: ล้านบาท),54.71,54.71,,,,,,,"9,319.48","16,445.36",,,,,,691.93,,,,,,,,,,,,,,,,,,30.00,,"2,815.71",,,,,,,,"11,365.27",13.65,,,,,,
